受渡日,時刻コード,売り入札量(kWh),買い入札量(kWh),約定総量(kWh),システムプライス(円/kWh),エリアプライス北海道(円/kWh),エリアプライス東北(円/kWh),エリアプライス東京(円/kWh),エリアプライス中部(円/kWh),エリアプライス北陸(円/kWh),エリアプライス関西(円/kWh),エリアプライス中国(円/kWh),エリアプライス四国(円/kWh),エリアプライス九州(円/kWh),売りブロック入札総量(kWh),売りブロック約定総量(kWh),買いブロック入札総量(kWh),買いブロック約定総量(kWh)
2023/6/8,47,19474750,15630350,13400800,8.33,11.2,11.2,11.2,11.2,7.25,7.25,7.25,7.25,7.25,6423700,1960200,799250,786250
2023/6/8,48,18567950,15399300,13325950,7.5,11.04,11.04,11.04,11.04,7.22,7.22,7.22,7.22,7.22,5405150,1810300,573200,560600
2023/6/9,1,16767300,15194150,13221450,8.53,10.89,10.89,10.89,10.89,5,5,5,5,5,4251950,1845550,714250,564250
2023/6/9,2,19335650,15031000,13382300,7.35,9.75,9.75,9.75,9.75,3,3,3,3,3,6070250,1845850,675000,525000
2023/6/9,3,20554950,15104950,13476550,7.32,9.11,9.11,9.11,9.11,1,1,1,1,1,6812600,1844900,789950,639950
2023/6/9,4,21127000,14945400,13459550,7.02,8.76,8.76,8.76,8.76,1,1,1,1,1,7195500,1844650,1008000,858000
2023/6/9,5,21467150,15033750,13542250,7.02,8.82,8.82,8.82,8.82,1,1,1,1,1,7466050,1844700,1260150,1110150
2023/6/9,6,21336800,14944050,13370600,7.22,8.89,8.89,8.89,8.89,3,3,3,3,3,7503600,1844450,1316950,1166950
2023/6/9,7,21139750,15087600,13345850,7.25,9.11,9.11,9.11,9.11,5.05,5.05,5.05,5.05,5.05,7527050,1843900,1377650,1227650
2023/6/9,8,20952150,15145400,13239000,7.3,9.11,9.11,9.11,9.11,5.05,5.05,5.05,5.05,5.05,7513100,1843450,1382400,1232400
2023/6/9,9,20686450,15029750,13159500,7.22,8.93,8.93,8.93,8.93,5.1,5.1,5.1,5.1,5.1,7397200,1843450,1379050,1229050
2023/6/9,10,20698450,15043950,13133800,7.25,8.68,8.68,8.68,8.68,6,6,6,6,6,7302250,1843000,1375600,1225600
2023/6/9,11,20231700,15056200,12998650,7.35,9.13,9.13,9.13,9.13,6.72,6.72,6.72,6.72,6.72,7035400,1647650,1337800,1187800
2023/6/9,12,20330450,14863400,13026750,7.32,9.05,9.05,9.05,9.05,5.05,5.05,5.05,5.05,5.05,6829000,1404250,1296800,1146800
2023/6/9,13,19284150,13911500,12253450,7.02,9.09,9.09,9.09,9.09,0.2,0.2,0.2,0.2,0.2,6290350,1154750,1283350,1133350
2023/6/9,14,19333600,13903750,11958650,5.1,9.75,9.75,9.75,9.75,0.01,0.01,0.01,0.01,0.01,5932850,896600,1208550,1048250
2023/6/9,15,19979900,13731450,11715100,5,10,10,10,10,0.01,0.01,0.01,0.01,0.01,6100350,625450,1209650,1038950
2023/6/9,16,19615800,13999550,11932500,5.51,9.62,9.62,9.62,9.62,0.01,0.01,0.01,0.01,0.01,4993650,628750,1385600,1214900
2023/6/9,17,19779150,14937800,12847000,7,9.7,9.7,9.7,9.7,0.01,0.01,0.01,0.01,0.01,4051750,649300,1677100,1456400
2023/6/9,18,20147000,16317850,13976300,8.28,10.99,10.99,10.99,10.99,2,2,2,2,2,3951050,652600,2688300,2467600
2023/6/9,19,21018250,17240900,14875300,8.77,16.48,12,12,12,0.03,0.03,0.03,0.03,0.03,4206950,657500,2955200,2734500
2023/6/9,20,21384700,17616400,15225250,8.62,11.67,11.67,11.67,11.67,0.2,0.2,0.2,0.2,0.01,4144200,660250,3193200,2971500
2023/6/9,21,21762100,17580350,15182950,8.28,11.33,11.33,11.33,11.33,0.02,0.02,0.02,0.02,0.01,4349850,665200,3189350,2949350
2023/6/9,22,22158400,17750400,15337000,7.32,11.33,11.33,11.33,10.73,0.01,0.01,0.01,0.01,0.01,4398750,666500,3330250,3084850
2023/6/9,23,22552900,17762750,15336900,7,11.32,11.32,11.32,10.73,0.01,0.01,0.01,0.01,0.01,4410850,674600,3345950,3094950
2023/6/9,24,22488900,17693900,15263000,6,11.33,11.33,11.33,10.62,0.01,0.01,0.01,0.01,0.01,4403200,667150,3251950,3001450
2023/6/9,25,22796400,16915400,14713350,1,9.75,9.75,9.75,6.5,0.01,0.01,0.01,0.01,0.01,4440450,669400,3036200,2785700
2023/6/9,26,23090350,16764850,14816850,0.51,9.21,9.21,9.21,4.5,0.01,0.01,0.01,0.01,0.01,4275950,668400,2633350,2432850
2023/6/9,27,22427300,16925900,14763550,4.53,10.99,10.99,10.99,9.13,0.01,0.01,0.01,0.01,0.01,4183800,670950,1930150,1879650
2023/6/9,28,22075650,17111150,14899150,6.15,11.32,11.32,11.32,11.32,0.01,0.01,0.01,0.01,0.01,4040900,671250,2137850,2087350
2023/6/9,29,21560400,17287500,15103200,8,11.55,11.55,11.55,11.55,0.01,0.01,0.01,0.01,0.01,3906800,675150,2061500,2011000
2023/6/9,30,21086500,17090400,14924400,8.45,11.34,11.34,11.34,11.34,0.01,0.01,0.01,0.01,0.01,3882500,825150,1836250,1796150
2023/6/9,31,20822950,17140300,15054450,8.54,11.33,11.33,11.33,10.05,0.01,0.01,0.01,0.01,0.01,4012250,897300,1815800,1791500
2023/6/9,32,19829850,17588900,15450050,9.99,11.67,11.67,11.67,11.67,3,3,1.32,1.32,1.32,3608050,915100,1876950,1859050
2023/6/9,33,19082350,17680000,15304550,10.85,11.86,11.86,11.86,11.86,7.02,7.02,5,5,5,3495050,947700,1770600,1767400
2023/6/9,34,18533350,17798500,15339200,11.07,12,12,12,12,7.02,7.02,7.02,7.02,7.02,3225750,1193050,1713400,1713400
2023/6/9,35,18414900,17594900,14966800,11.18,12.06,12.06,12.06,12.06,7.25,7.25,7.25,7.25,7.25,3796050,1589550,1749300,1749300
2023/6/9,36,18270700,17954850,14763300,11.52,13,13,13,13,8.3,8.3,8.3,8.3,8.3,4252600,1842250,1720300,1720300
2023/6/9,37,19164300,18627600,15226450,11.74,12.15,12.15,12.15,12.15,10.34,10.34,10.34,10.34,10.34,5008100,2084750,1676400,1676400
2023/6/9,38,19017650,18811950,15240500,13,13,13,13,13,13,13,13,13,13,5224800,2282950,1618900,1618900
2023/6/9,39,19145350,18730550,15114100,12.15,13,13,13,13,13,13,13,13,13,5335800,2281450,1558950,1558950
2023/6/9,40,19368650,18224750,14863600,11.49,11.86,11.86,11.86,11.86,10.34,10.34,10.34,10.34,10.34,5605500,2279900,1295900,1295900
2023/6/9,41,19635900,17760800,14664000,11.19,11.52,11.52,11.52,11.52,9.25,9.25,9.25,9.25,9.25,5805600,2231300,1146300,1146300
2023/6/9,42,19909300,17513000,14547950,11.18,11.33,11.33,11.33,10.05,9.1,9.1,9.1,9.1,9.1,6091450,2216950,1146050,1146050
2023/6/9,43,19682700,16807550,14150150,9.51,10.19,10.19,10.19,9.13,8.57,8.57,8.57,8.57,8.57,5882850,2214350,1146300,1146300
2023/6/9,44,19613750,16551800,13982800,9.12,10,10,10,8.92,8.33,8.33,8.33,8.33,8.33,5960100,2212100,1146300,1146300
2023/6/9,45,19365600,16696250,13960350,9.75,11.19,11.19,11.19,11.19,7.51,7.51,7.51,7.51,7.51,6094350,2290350,1178800,1178800
2023/6/9,46,19168400,16694500,14114650,9.13,10.99,10.99,10.99,10.99,7.25,7.25,7.25,7.25,7.25,5847750,2290750,1071300,1071300
2023/6/9,47,18865250,16435200,14067050,8.58,9.75,9.75,9.75,9.75,7.25,7.25,7.25,7.25,7.25,5495000,2290650,865800,865800
2023/6/9,48,17935800,16178850,14156700,8.48,9.75,9.75,9.75,9.75,7.16,7.16,7.16,7.16,7.16,4493100,2253350,669800,669800
2023/6/10,1,16764450,15178800,12979350,8.34,10.59,10.59,10.59,10.59,6,6,6,6,6,4114450,1732300,671200,596200
2023/6/10,2,18605050,14964500,12981650,8,8.59,8.59,8.59,8.59,5.05,5.05,5.05,5.05,5.05,5376700,1682300,871200,796200
2023/6/10,3,19386000,14756600,12950500,7.96,9,9,9,9,5.05,5.05,5.05,5.05,5.05,6044550,1682300,1071200,996200
2023/6/10,4,19989350,14646900,12886150,7.88,8.59,8.59,8.59,8.59,5,5,5,5,5,6523800,1681450,1221200,1146200
2023/6/10,5,20114800,14814050,13131400,7.92,8.96,8.96,8.96,8.96,3,3,3,3,3,6558300,1681750,1371200,1296200
2023/6/10,6,20132250,14938100,13100950,8,9.56,9.56,9.56,9.56,4.47,4.47,4.47,4.47,4.47,6698300,1681400,1371200,1296200
2023/6/10,7,19967750,15025000,12947900,8.05,9.34,9.34,9.34,9.34,5.05,5.05,5.05,5.05,5.05,6665650,1680750,1470200,1395200
2023/6/10,8,19888750,15045400,12923750,8.09,9.8,9.8,9.8,9.8,5.05,5.05,5.05,5.05,5.05,6630200,1679800,1471700,1396700
2023/6/10,9,19997150,15034550,12879900,8.05,9.54,9.54,9.54,9.54,5.05,5.05,5.05,5.05,5.05,6722050,1679650,1495700,1420700
2023/6/10,10,19845100,14832200,12537600,8.08,8.77,8.77,8.77,8.77,6,6,6,6,6,6665400,1479000,1522700,1447700
2023/6/10,11,19730000,14521550,12141900,8.08,9.17,9.17,9.17,9.17,6.5,6.5,6.5,6.5,6.5,6637550,1181650,1468200,1393200
2023/6/10,12,20022300,13860300,11985250,7.89,8.59,8.59,8.59,8.59,5.05,5.05,5.05,5.05,5.05,6753950,934550,1370200,1294200
2023/6/10,13,19986250,12899100,11586750,6.61,8.3,8.3,8.3,8.3,0.1,0.1,0.1,0.1,0.1,7011350,686450,1380950,1286650
2023/6/10,14,21044700,12538750,11129850,5,8.41,8.41,8.41,8.41,0.01,0.01,0.01,0.01,0.01,7619900,439500,1357200,1247200
2023/6/10,15,21973900,12666050,11440100,4.65,8.03,8.03,8.03,8.03,0.01,0.01,0.01,0.01,0.01,7784800,432050,1457000,1331000
2023/6/10,16,22674900,12771300,11730400,3.01,8.19,8.19,8.19,8.19,0.01,0.01,0.01,0.01,0.01,8010750,434950,1486300,1435800
2023/6/10,17,23640850,13440900,11545350,7.43,8.96,8.96,8.96,1,0.01,0.01,0.01,0.01,0.01,8715600,370850,1750250,1699750
2023/6/10,18,23949250,13702800,11715400,7.3,9.65,9.65,9.65,1,0.01,0.01,0.01,0.01,0.01,8855150,375450,2062300,2011800
2023/6/10,19,23962100,14307050,12046000,7.4,10.43,10.43,10.43,1,0.97,0.97,0.97,0.97,0.01,8790550,378600,2164800,2101800
2023/6/10,20,24483150,14749050,12447800,7.3,9.95,9.95,9.95,2.75,2.75,2.75,2.75,2.75,0.01,8933750,381350,2571450,2508450
2023/6/10,21,24997250,14495000,12445050,6,10.02,10.02,10.02,1.01,0.09,0.09,0.09,0.09,0.01,9361650,383000,2483800,2412300
2023/6/10,22,25313150,14336650,12399650,4.65,7.22,7.22,10,1.2,0.01,0.01,0.01,0.01,0.01,9264950,383900,2304000,2232500
2023/6/10,23,25357900,14723000,12740100,5,7.22,7.22,10.02,1.2,0.01,0.01,0.01,0.01,0.01,9116600,384100,2279550,2208050
2023/6/10,24,25298450,14859800,12811800,5,7.22,7.22,10.55,1.2,0.01,0.01,0.01,0.01,0.01,8948100,383100,2312300,2241300
2023/6/10,25,25318350,14581400,12583900,3.01,10,10,10,1,0.01,0.01,0.01,0.01,0.01,8735000,381000,2149700,2079700
2023/6/10,26,25227250,14573650,12498400,4.65,10,10,10,1.2,0.01,0.01,0.01,0.01,0.01,8660600,381100,2102100,2032600
2023/6/10,27,25035200,14683050,12533750,5,10.42,10.42,10.42,1,0.01,0.01,0.01,0.01,0.01,8726850,383450,2044250,1973750
2023/6/10,28,24252200,14757050,12696000,7.22,10.74,10.74,10.74,3.01,0.01,0.01,0.01,0.01,0.01,8482600,383500,2040200,1969200
2023/6/10,29,23755650,14495100,12470450,7.22,10.72,10.72,10.72,1,0.02,0.02,0.02,0.02,0.01,8223050,393950,1936100,1865100
2023/6/10,30,23002700,14372350,12421600,7.43,10.74,10.74,10.74,7.36,0.02,0.02,0.02,0.02,0.01,7777300,385550,1964550,1904450
2023/6/10,31,22466950,13978500,12307500,7.22,10.6,10.6,10.6,5.94,1,1,1,1,0.01,7830650,400050,1837100,1793300
2023/6/10,32,22273150,14481550,12864950,7.34,10.71,10.71,10.71,3,3,3,3,3,3,7566100,395100,1411100,1393200
2023/6/10,33,21226350,14937700,13043700,8.33,10.72,10.72,10.72,5,5,5,5,5,5,7023500,631100,1226400,1223200
2023/6/10,34,20789950,15184450,12975950,8.4,10.72,10.72,10.72,5.05,5.05,5.05,5.05,5.05,5.05,6905950,881950,1223200,1223200
2023/6/10,35,20949700,15462000,13043300,8.41,10.82,10.82,10.82,6,6,6,6,6,6,7293400,1313900,1321250,1271250
2023/6/10,36,21295750,15790450,13279500,9.18,10.92,10.92,10.92,7.1,7.1,7.1,7.1,7.1,7.1,7558100,1579300,1321250,1271250
2023/6/10,37,21581900,16568200,13900700,10,10.82,10.82,10.82,7.4,7.4,7.4,7.4,7.4,7.4,7600450,1778150,1323950,1273950
2023/6/10,38,21364200,16679900,13829250,10.62,11.37,11.37,11.37,8.35,8.35,8.35,8.35,8.35,8.35,7575400,1777600,1323950,1273950
2023/6/10,39,21110450,16684800,13690200,10.74,11.24,11.24,11.24,8.53,8.53,8.53,8.53,8.53,8.53,7559250,1776450,1324300,1274300
2023/6/10,40,21151350,16508400,13556500,10.73,11.06,11.06,11.06,9.25,9.25,9.25,9.25,9.25,9.25,7628500,1775450,1324300,1274300
2023/6/10,41,21255400,16362850,13509800,10.71,10.92,10.92,10.92,8.5,8.5,8.5,8.5,8.5,8.5,7726600,1772200,1329050,1279050
2023/6/10,42,21400650,16239900,13465550,10.34,10.92,10.92,10.92,8.35,8.35,8.35,8.35,8.35,8.35,7712950,1771300,1329050,1279050
2023/6/10,43,21070650,15777150,13179800,9.25,10.73,10.73,10.73,7.43,7.43,7.43,7.43,7.43,7.43,7531750,1767600,1255550,1205550
2023/6/10,44,20941750,15535700,13174950,8.35,10.6,10.6,10.6,7.3,7.3,7.3,7.3,7.3,7.3,7299000,1730550,1167550,1117550
2023/6/10,45,20509050,15342050,12837550,8.33,10.72,10.72,10.72,6,6,6,6,6,6,7390700,1877500,1040200,915200
2023/6/10,46,20181250,15097300,12827150,8.3,10.31,10.31,10.31,5.94,5.05,5.05,5.05,5.05,5.05,7190200,1877750,890200,765200
2023/6/10,47,19722600,14700750,12710750,8.1,9.79,9.79,9.79,6,5.05,5.05,5.05,5.05,5.05,6765300,1876850,690200,565200
2023/6/10,48,18639950,14465000,12651150,8,8.96,8.96,8.96,3.01,3,3,3,3,3,5544050,1876850,490200,365200
2023/6/11,1,18628600,14870400,12830700,9.83,10.62,10.62,10.62,3,3,3,3,3,3,6259550,2161700,326150,326150
2023/6/11,2,20573500,14973750,12867850,9.73,10.47,10.47,10.47,2.01,2.01,2.01,2.01,2.01,2.01,7825950,2161600,523950,523950
2023/6/11,3,21120800,14248600,12557400,8.34,9.73,9.73,9.73,1,0.03,0.03,0.03,0.03,0.03,8394600,2161100,745300,745300
2023/6/11,4,21604000,14157700,12562150,8.27,9.73,9.73,9.73,0.74,0.03,0.03,0.03,0.03,0.03,8767800,2160800,919250,919250
2023/6/11,5,21932500,14329750,12686150,8.33,9.73,9.73,9.73,1,1,1,1,1,1,8910550,2161050,1012450,1012450
2023/6/11,6,22224850,14629850,12970400,8.5,9.73,9.73,9.73,5.01,5.01,5.01,5.01,5.01,5.01,9000050,2160250,1186650,1186650
2023/6/11,7,22357550,14987300,13246100,9.04,10.05,10.05,10.05,5.05,5.05,5.05,5.05,5.05,5.05,9041900,2160100,1253750,1253750
2023/6/11,8,22459300,15075450,13138600,9.73,10,10,10,5.05,5.05,5.05,5.05,5.05,5.05,9261350,2159350,1285950,1285950
2023/6/11,9,22527500,14977850,12956150,9.9,10.13,10.13,10.13,5.05,5.05,5.05,5.05,5.05,5.05,9356200,1959200,1255950,1255950
2023/6/11,10,22468150,14657950,12603800,9.73,10.13,10.13,10.13,5.05,5.05,5.05,5.05,5.05,5.05,9346750,1708750,1226950,1226950
2023/6/11,11,22477350,14234750,12173600,9.73,9.73,9.73,9.73,5.05,5.05,5.05,5.05,5.05,5.05,9347450,1461450,1256950,1215950
2023/6/11,12,22587500,13440500,11731150,8.67,9.67,9.67,9.67,3,1.01,1.01,1.01,1.01,1.01,9429900,1031350,1237600,1164300
2023/6/11,13,22582650,12211250,10654950,7.78,8.8,8.8,8.8,1,0.01,0.01,0.01,0.01,0.01,9612800,783300,996500,970800
2023/6/11,14,23074800,12030300,10259650,7.64,9.73,9.73,9.73,1,0.01,0.01,0.01,0.01,0.01,9343100,609600,859350,817750
2023/6/11,15,23637300,11866050,10178850,7.58,9.65,9.65,9.65,0.03,0.01,0.01,0.01,0.01,0.01,9565400,613550,776450,717450
2023/6/11,16,24117350,12172750,10392600,7.61,8.44,9.73,9.73,1,0.01,0.01,0.01,0.01,0.01,9531150,616500,860200,800700
2023/6/11,17,22680550,11899200,9820500,7.66,8.45,9.76,9.76,1,0.01,0.01,0.01,0.01,0.01,8965200,619400,1060100,1000100
2023/6/11,18,23341150,12005000,10024200,5,7.22,9.76,9.76,3.01,0.01,0.01,0.01,0.01,0.01,8945700,456400,1201800,1141300
2023/6/11,19,23606800,12446650,10351500,5.93,7.22,9.76,9.76,5.76,0.01,0.01,0.01,0.01,0.01,8971650,460350,1384000,1172500
2023/6/11,20,24072650,12827150,10619300,5.5,7.22,9.76,9.76,5.93,0.01,0.01,0.01,0.01,0.01,8886700,298900,1756000,1444500
2023/6/11,21,24242950,12912050,10678050,5,5,9.76,9.76,5.93,0.01,0.01,0.01,0.01,0.01,9139800,304500,1765500,1446500
2023/6/11,22,24415700,12847650,10769750,5,3,9.76,9.76,5.93,0.01,0.01,0.01,0.01,0.01,9193250,307950,1765500,1461000
2023/6/11,23,24374600,12863000,10751700,5,2.42,9.76,9.76,5.93,0.01,0.01,0.01,0.01,0.01,9016850,310550,1721000,1418000
2023/6/11,24,24491350,12855250,10713450,5,3,10,10,5.93,0.01,0.01,0.01,0.01,0.01,9011600,309800,1708000,1405000
2023/6/11,25,24118600,12684700,10666100,4.65,4.83,9.63,9.63,5.93,0.01,0.01,0.01,0.01,0.01,9166850,310550,1813500,1510500
2023/6/11,26,24665100,12728500,10740050,3.01,3,9.05,9.05,5.93,0.01,0.01,0.01,0.01,0.01,9107150,315850,1703000,1400000
2023/6/11,27,24479500,12653600,10678300,4,7.22,8.93,8.93,5.93,0.01,0.01,0.01,0.01,0.01,9230250,319150,1589500,1286500
2023/6/11,28,24383050,12624800,10657500,5,7.22,9.16,9.16,5.01,0.01,0.01,0.01,0.01,0.01,9091650,320150,1589500,1268500
2023/6/11,29,23559700,12593850,10539950,5.94,7.22,9.76,9.76,5.93,0.01,0.01,0.01,0.01,0.01,8818500,300250,1589500,1268500
2023/6/11,30,23101350,12571550,10613250,7.43,7.36,10,10,5.93,0.01,0.01,0.01,0.01,0.01,8310300,300500,1580600,1268500
2023/6/11,31,22441250,12089100,10250350,7.34,7.22,10.57,10.57,6.18,0.01,0.01,0.01,0.01,0.01,8176850,327950,1536000,1239700
2023/6/11,32,21663800,12045100,10085350,8.2,8.26,10.6,10.6,8.25,0.01,0.01,0.01,0.01,0.01,7893000,331100,1399550,1131650
2023/6/11,33,21950600,13299200,11187100,8.42,8.46,10.64,10.64,9.09,0.01,0.01,0.01,0.01,0.01,7271650,333850,1428350,1173150
2023/6/11,34,21301150,13416150,11535750,8.38,10.59,10.59,10.59,10.05,0.02,0.02,0.02,0.02,0.02,7075050,350950,1289900,1131900
2023/6/11,35,20935250,14006750,11715650,8.33,10.62,10.62,10.62,10.62,5,5,5,5,5,7202750,779550,1333700,1137700
2023/6/11,36,20766350,14762450,12176650,9.76,10.6,10.6,10.6,10.6,7.34,7.34,7.34,7.34,7.34,7318250,1075550,1471600,1319600
2023/6/11,37,21406550,15785950,13085550,10,10.71,10.71,10.71,10.71,8,8,8,8,8,7500200,1476400,1541800,1391800
2023/6/11,38,21354200,16194350,13483350,10.72,10.74,10.74,10.74,10.74,9.25,9.25,9.25,9.25,9.25,7573700,1727900,1589300,1439300
2023/6/11,39,21445900,16393850,13818700,10.72,10.73,10.73,10.73,10.73,8.35,8.35,8.35,8.35,8.35,7525850,1928800,1583800,1433800
2023/6/11,40,21271500,16206300,13660500,10.34,10.69,10.69,10.69,10.69,8.32,8.32,8.32,8.32,8.32,7526800,1930500,1583800,1433800
2023/6/11,41,21229850,16032500,13574250,10.05,10.62,10.62,10.62,10.62,9.25,9.25,9.25,9.25,9.25,7600400,1932200,1589750,1439750
2023/6/11,42,21389450,15874150,13580950,9.76,10.02,10.02,10.02,10.02,8.33,8.33,8.33,8.33,8.33,7636300,1934100,1589750,1439750
2023/6/11,43,21121600,15556100,13352050,9.25,10.02,10.02,10.02,10.02,7.4,7.4,7.4,7.4,7.4,7319900,1774400,1580850,1430850
2023/6/11,44,21089650,15413900,13502500,8.35,9.76,9.76,9.76,9.76,7.1,7.1,7.1,7.1,7.1,7084450,1758750,1575200,1425200
2023/6/11,45,20581400,15343000,13231850,8.25,9.76,9.76,9.76,8.29,7,7,7,7,7,6894000,1757800,1397700,1247700
2023/6/11,46,20265950,15111300,13138200,8.04,8.68,8.68,8.68,7.94,6,6,6,6,6,6640450,1758750,1208600,1058600
2023/6/11,47,19907150,14989550,13093900,8.02,8.34,8.34,8.34,8.13,5.05,5.05,5.05,5.05,5.05,6318100,1758050,1043800,893800
2023/6/11,48,18931050,14733200,13127200,7.94,8.49,8.49,8.49,7.21,5.05,5.05,5.05,5.05,5.05,5164900,1732950,665950,665950
2023/6/12,1,18379850,14971900,13452800,7.8,8.55,8.55,8.55,5.05,5.05,5.05,5.05,5.05,5.05,5805900,1919500,650600,640600
2023/6/12,2,21134200,15217700,13702000,6.51,8.31,8.31,8.31,5.05,5.05,5.05,5.05,5.05,5.05,7336700,1919950,1023350,1014350
2023/6/12,3,21780600,15092550,13742500,5.05,8.42,8.42,8.42,3,3,3,3,3,3,7879000,1932700,1180350,1171350
2023/6/12,4,22312550,15045400,13781850,5.05,8.2,8.2,8.2,3,3,3,3,3,3,8186400,1932600,1326150,1317150
2023/6/12,5,22458350,15129000,13880100,5.05,8.08,8.08,8.08,3.5,3.5,3.5,3.5,3.5,3.5,8212400,1933100,1375350,1366350
2023/6/12,6,22547750,15138050,13926850,5.05,8.12,8.12,8.12,5,5,5,5,5,5,8274750,1932450,1375350,1366350
2023/6/12,7,22648500,15220050,13944450,5.05,8.01,8.01,8.01,5.05,5.05,5.05,5.05,5.05,5.05,8375400,1932100,1332850,1323850
2023/6/12,8,22463900,15154250,13882950,5.05,8.05,8.05,8.05,5.05,5.05,5.05,5.05,5.05,5.05,8353000,1931700,1259350,1250350
2023/6/12,9,22471000,15288100,13797400,5.92,8,8,8,5.5,5.5,5.5,5.5,5.5,5.5,8361200,1930900,1299350,1290350
2023/6/12,10,22448950,15374900,13812050,7,8.03,8.03,8.03,7.1,7.1,7.1,7.1,7.1,7.1,8353000,1930700,1336850,1327850
2023/6/12,11,22296300,15314200,13767950,6.94,7.92,7.92,7.92,7.34,7.34,7.34,7.34,7.34,7.34,8340850,1933550,1384850,1375850
2023/6/12,12,22376600,15181250,13836250,5.05,7.84,7.84,7.84,6.5,6.5,6.5,6.5,6.5,6.5,8252450,1935000,1488900,1479900
2023/6/12,13,22018000,14753350,13438750,5.05,7.7,7.7,7.7,5.1,5.1,5.1,5.1,5.1,5.1,8223050,1928700,1482800,1473800
2023/6/12,14,21397650,15252600,13711500,5.05,7.94,7.94,7.94,5.05,5.05,5.05,5.05,5.05,5.05,7818550,1931000,1474150,1463850
2023/6/12,15,21427850,15545550,14136300,5.05,7.98,7.98,7.98,5.05,5.05,5.05,5.05,5.05,5.05,7404150,1929750,1394100,1373400
2023/6/12,16,20295100,16206400,14381450,5.1,8.08,8.08,8.08,7.84,5.1,5.1,5.1,5.1,5.1,6110300,1925950,1497850,1327150
2023/6/12,17,20028750,17190000,14845100,7.89,8.45,8.45,8.45,8.18,7.34,7.34,7.34,7.34,7.34,5493600,1945800,1705550,1534850
2023/6/12,18,19722850,17873350,15141700,8.1,8.45,8.45,8.45,8.45,8.35,8.35,8.35,8.35,8.35,4876500,1949300,1815550,1644850
2023/6/12,19,19869750,19083500,15819800,8.5,8,8,10.73,10.73,8.47,8.47,8.47,8.47,8.47,4472500,2035450,1761850,1591150
2023/6/12,20,19600800,19688850,15883550,8.53,5,5,10.74,10.74,9.24,9.24,9.24,9.24,9.24,4187500,1843150,2481850,2006650
2023/6/12,21,19624850,19453250,15842550,8.52,3,3,10.82,10.82,8.67,8.67,8.67,8.67,8.67,4146350,1593600,2572850,2097650
2023/6/12,22,19777250,19375200,15710750,8.47,3,3,10.82,10.82,8.49,8.49,8.49,8.49,8.49,4202800,1395250,2523050,2047850
2023/6/12,23,19768400,19341750,15770400,8.5,3,3,11.24,11.24,8.4,8.4,8.4,8.4,8.4,4067350,1160250,2545450,2070250
2023/6/12,24,19874750,18862450,15491500,8.54,3,3,11.12,11.12,8.37,8.37,8.37,8.37,8.37,3885700,905450,2500800,2025600
2023/6/12,25,20195050,17772400,14705550,8.03,4.65,4.65,10.72,7.3,7.3,7.3,7.3,7.3,7.3,4057400,912700,2278350,1803150
2023/6/12,26,20247700,18125700,15021650,8.12,5,5,10.72,7.3,7.3,7.3,7.3,7.3,7.3,3868100,913200,2277150,1808450
2023/6/12,27,19697400,18809450,15680600,8.67,8.42,8.42,11.24,8.83,7.85,7.85,7.85,7.85,7.85,3707300,913050,1944850,1766650
2023/6/12,28,19755900,19390000,15985350,9.24,6,6,11.46,11.46,8.35,8.35,8.35,8.35,8.35,3920950,1167700,1996850,1811150
2023/6/12,29,19707050,19589700,16133900,10.11,11.46,11.46,11.46,11.46,8.35,8.35,8.35,8.35,8.35,4012450,1413700,1891900,1689700
2023/6/12,30,19556100,19747250,16243650,10.58,13.59,13.59,13.59,13.59,8.35,8.35,8.35,8.35,8.35,4098350,1666550,1873050,1676250
2023/6/12,31,19776950,19706550,16281950,10.52,13.59,13.59,13.59,9.37,8.4,8.4,8.4,8.4,8.4,4468400,1940550,1869050,1680550
2023/6/12,32,19805600,19979750,16475350,10.62,13.08,13.08,13.08,11.03,8.87,8.87,8.87,8.87,8.87,4568900,2162200,1828300,1628300
2023/6/12,33,19649650,20103000,16471400,10.74,13.59,13.59,13.59,13.59,9,9,9,9,9,4517500,2164550,1830000,1627000
2023/6/12,34,19287250,19824250,16177300,10.74,13.59,13.59,13.59,13.59,9.24,9.24,9.24,9.24,9.24,4488750,2161400,1788150,1579150
2023/6/12,35,19062200,19289200,15672350,10.75,13.59,13.59,13.59,11.76,8.87,8.87,8.87,8.87,8.87,4670150,2226600,1728300,1525300
2023/6/12,36,18839400,19125400,15295650,11.06,13.59,13.59,13.59,13.12,10.49,10.49,10.49,10.49,10.49,4880200,2226200,1652300,1449300
2023/6/12,37,19332300,19201650,15735700,10.82,13.59,13.59,13.59,13.59,9.25,9.25,9.25,9.25,9.25,4978100,2213150,1505650,1302650
2023/6/12,38,19126700,19128850,15498950,11.08,13.59,13.59,13.59,13.59,9.25,9.25,9.25,9.25,9.25,5014050,2211600,1454700,1251700
2023/6/12,39,19398850,19186950,15503900,11.06,13.59,13.59,13.59,12.94,9.25,9.25,9.25,9.25,9.25,5219650,2212200,1353300,1150300
2023/6/12,40,19439450,19126750,15295650,10.74,13.59,13.59,13.59,10.05,9.25,9.25,9.25,9.25,9.25,5293400,2205200,1351750,1148750
2023/6/12,41,19798050,18385850,15196750,10.5,11.52,11.52,11.52,9.31,9.25,9.25,9.25,9.25,9.25,5659800,2174200,1359050,1163550
